interaction_id,date,customer_id,product_type,customer_tier,tenure_months,queue,interaction_type,agent_id,agent_tenure_months,sentiment_score,duration_sec,agent_disposition,transferred_flag,department_transferred,disconnected_by,legal_mention,high_risk_phrase,scenario_label,escalation_validity
INT-14444,8/26/2025,CUS-4765,Small Business Elite,Mass Market,85,General Inquiry,Call,AGT-134,23,-0.13,3005,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-88410,10/30/2025,CUS-5108,Everyday Blue,Private Wealth,65,Card Services,Call,AGT-118,58,0.3,1281,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-89376,3/23/2025,CUS-6533,Travel Platinum,Preferred,109,Fraud Ops,Call,AGT-147,12,0.22,2327,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-92511,10/16/2025,CUS-2081,Travel Platinum,Affluent,83,Tech Support,Chat,AGT-105,13,-0.43,1910,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-92059,5/18/2025,CUS-9940,Small Business Elite,Preferred,65,Fraud Ops,Chat,AGT-129,15,0.92,3136,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-14692,6/23/2025,CUS-8231,Travel Platinum,Mass Market,12,Transaction Disputes,Call,AGT-122,14,0.85,1023,Escalated to Trust & Safety,Y,Trust & Safety,Customer,There will be legal consequences,,Legal_Inexplicit,Valid_Escalation
INT-81299,10/21/2025,CUS-7580,Reserve Infinite,Private Wealth,58,VIP Services,Call,AGT-124,19,-0.04,2268,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-96078,7/7/2025,CUS-4059,Small Business Elite,Mass Market,4,Collections,Call,AGT-139,13,-0.1,1618,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-20222,12/20/2025,CUS-2040,Everyday Blue,Affluent,93,Card Services,Call,AGT-140,42,0.33,1949,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-74867,9/8/2025,CUS-9719,Everyday Blue,Mass Market,64,Tech Support,Chat,AGT-124,31,0.08,3570,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-91741,2/12/2026,CUS-8151,Travel Platinum,Private Wealth,65,Card Services,Call,AGT-131,19,0.44,690,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-26972,3/8/2025,CUS-6244,Reserve Infinite,Mass Market,67,Collections,Call,AGT-136,21,-0.61,3131,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-15004,10/9/2025,CUS-9718,Small Business Elite,Affluent,41,Transaction Disputes,Call,AGT-143,29,0.05,1692,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-94351,4/15/2025,CUS-4051,Small Business Elite,Affluent,88,VIP Services,Call,AGT-140,19,0.58,1570,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-16798,12/23/2025,CUS-5412,Small Business Elite,Affluent,114,Account Access,Chat,AGT-101,9,0.33,1536,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-61138,12/24/2025,CUS-7241,Small Business Elite,Private Wealth,94,VIP Services,Call,AGT-139,19,-0.34,1930,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-84605,12/31/2025,CUS-1627,Travel Platinum,Affluent,4,Card Services,Chat,AGT-143,38,-0.75,1205,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-81010,3/16/2025,CUS-3882,Small Business Elite,Preferred,100,Account Access,Call,AGT-147,27,-0.31,1594,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-45169,8/15/2025,CUS-5115,Small Business Elite,Affluent,24,Credit Line,Call,AGT-133,34,-0.21,2491,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-61651,5/15/2025,CUS-4213,Everyday Blue,Mass Market,18,Collections,Chat,AGT-122,2,0.65,2564,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Reporting this to the BBB,,Legal_Explicit Regulatory,Valid_Escalation
INT-48556,2/6/2026,CUS-4042,Everyday Blue,Mass Market,82,Account Access,Call,AGT-115,20,0.27,605,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-99591,3/7/2025,CUS-9727,Small Business Elite,Mass Market,95,Card Services,Chat,AGT-136,22,0.69,3293,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-61299,5/9/2025,CUS-4640,Everyday Blue,Preferred,111,VIP Services,Call,AGT-112,9,0.09,2405,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-23513,10/9/2025,CUS-6573,Reserve Infinite,Affluent,52,VIP Services,Call,AGT-110,37,-0.48,2863,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-99198,7/14/2025,CUS-6371,Small Business Elite,Affluent,24,Card Services,Call,AGT-134,16,0.52,3019,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-73347,5/13/2025,CUS-3914,Reserve Infinite,Affluent,117,Fraud Ops,Chat,AGT-121,34,-0.22,2417,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-32525,8/3/2025,CUS-7613,Everyday Blue,Mass Market,76,Account Access,Chat,AGT-114,38,0.74,970,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-55000,12/6/2025,CUS-9679,Travel Platinum,Affluent,78,Tech Support,Chat,AGT-150,29,0.37,478,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-39301,7/30/2025,CUS-9265,Small Business Elite,Preferred,14,Card Services,Chat,AGT-135,28,0.42,1572,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-57946,12/26/2025,CUS-1420,Reserve Infinite,Affluent,83,Tech Support,Chat,AGT-131,12,0.04,1642,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-83227,7/30/2025,CUS-6314,Reserve Infinite,Affluent,3,VIP Services,Call,AGT-139,10,-0.36,2057,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-99142,4/1/2025,CUS-5707,Everyday Blue,Affluent,106,Transaction Disputes,Call,AGT-116,27,-0.55,855,Ticket Closed,N,None,Agent,,,Normal,No_Escalation_Required
INT-50189,8/17/2025,CUS-2965,Small Business Elite,Mass Market,113,Collections,Chat,AGT-143,23,0.79,3436,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-85623,10/13/2025,CUS-2220,Small Business Elite,Private Wealth,119,VIP Services,Chat,AGT-107,29,0.83,2513,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-73471,3/26/2025,CUS-3700,Everyday Blue,Mass Market,7,Collections,Call,AGT-112,24,0.04,2946,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-53727,7/17/2025,CUS-4866,Small Business Elite,Mass Market,35,Credit Line,Call,AGT-150,7,-0.92,3494,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-57739,9/8/2025,CUS-4443,Reserve Infinite,Preferred,51,Transaction Disputes,Chat,AGT-119,47,-0.82,1262,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-69464,2/17/2025,CUS-2761,Travel Platinum,Preferred,42,Transaction Disputes,Chat,AGT-120,13,-0.6,947,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-32742,3/22/2025,CUS-6998,Small Business Elite,Preferred,80,Account Access,Chat,AGT-113,18,0.64,2009,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-78750,9/25/2025,CUS-2595,Travel Platinum,Private Wealth,31,Account Access,Chat,AGT-127,39,-0.11,1359,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-16002,9/30/2025,CUS-1263,Reserve Infinite,Affluent,80,Credit Line,Call,AGT-117,16,0.91,673,Escalated to Trust & Safety,N,Trust & Safety,Agent,You'll hear from my lawyer,,Legal_Inexplicit_FAILURE_AgentHangup,Failed_Escalation
INT-94320,6/8/2025,CUS-2787,Reserve Infinite,Affluent,37,Fraud Ops,Call,AGT-149,24,0.58,204,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-56381,8/21/2025,CUS-3905,Reserve Infinite,Preferred,59,Credit Line,Call,AGT-124,47,0.23,559,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-87559,5/3/2025,CUS-9580,Everyday Blue,Private Wealth,61,VIP Services,Call,AGT-135,25,-0.88,3060,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-27253,10/20/2025,CUS-8831,Small Business Elite,Private Wealth,1,Credit Line,Call,AGT-117,14,-0.28,1022,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-77404,1/29/2026,CUS-9630,Reserve Infinite,Preferred,72,Card Services,Chat,AGT-149,12,-0.3,726,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-27937,6/29/2025,CUS-6421,Everyday Blue,Mass Market,72,Account Access,Chat,AGT-149,9,-0.14,299,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-52526,3/8/2025,CUS-9297,Small Business Elite,Private Wealth,54,General Inquiry,Call,AGT-150,13,-0.72,2267,Callback Requested,N,None,Customer,,You represent a scam,Risk_Abuse,Missed_Escalation
INT-67960,5/9/2025,CUS-5579,Travel Platinum,Preferred,39,Tech Support,Chat,AGT-110,17,-0.72,2952,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-54287,8/1/2025,CUS-9359,Small Business Elite,Mass Market,44,Fraud Ops,Chat,AGT-147,12,0.79,1205,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-80955,9/9/2025,CUS-6562,Travel Platinum,Mass Market,94,Transaction Disputes,Call,AGT-137,39,-0.16,1549,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-51592,10/1/2025,CUS-5719,Small Business Elite,Preferred,23,Tech Support,Call,AGT-132,18,-0.74,2576,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-25552,8/8/2025,CUS-2359,Everyday Blue,Affluent,104,Fraud Ops,Call,AGT-144,6,-0.14,1421,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-13328,10/14/2025,CUS-3230,Everyday Blue,Private Wealth,120,Fraud Ops,Call,AGT-100,12,0.76,235,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-30439,11/5/2025,CUS-6027,Reserve Infinite,Private Wealth,48,Transaction Disputes,Call,AGT-140,38,-0.54,2711,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-40420,3/30/2025,CUS-2191,Reserve Infinite,Preferred,31,General Inquiry,Call,AGT-108,35,0.29,3442,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-25169,11/21/2025,CUS-6340,Everyday Blue,Private Wealth,112,General Inquiry,Chat,AGT-120,10,-0.86,82,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-52464,5/8/2025,CUS-6569,Small Business Elite,Affluent,62,Tech Support,Call,AGT-102,14,0.04,2654,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-92969,6/21/2025,CUS-7974,Small Business Elite,Preferred,72,Transaction Disputes,Call,AGT-147,9,-0.64,471,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-47212,12/16/2025,CUS-5968,Reserve Infinite,Private Wealth,37,Transaction Disputes,Call,AGT-133,38,0.05,1629,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-60570,2/4/2026,CUS-9038,Small Business Elite,Preferred,19,VIP Services,Call,AGT-131,39,0.93,2887,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-39109,6/3/2025,CUS-7931,Small Business Elite,Private Wealth,58,Card Services,Chat,AGT-140,51,0.58,3006,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-48360,8/26/2025,CUS-7771,Small Business Elite,Preferred,20,General Inquiry,Call,AGT-147,10,-0.99,1560,Resolved,N,None,None,,,Normal,No_Escalation_Required
INT-77543,10/31/2025,CUS-3747,Everyday Blue,Preferred,118,Account Access,Call,AGT-123,48,-0.42,345,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-78921,3/5/2025,CUS-4578,Everyday Blue,Preferred,104,Fraud Ops,Call,AGT-111,28,0.42,3368,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-23875,4/17/2025,CUS-3190,Small Business Elite,Preferred,25,General Inquiry,Call,AGT-104,21,-0.75,2544,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-28771,4/9/2025,CUS-1116,Small Business Elite,Affluent,81,General Inquiry,Call,AGT-119,22,0.25,301,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-59434,11/5/2025,CUS-1132,Travel Platinum,Affluent,114,Tech Support,Call,AGT-105,53,0.04,1761,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-44392,11/7/2025,CUS-9020,Everyday Blue,Preferred,21,Account Access,Call,AGT-113,11,0.44,1957,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-55220,3/28/2025,CUS-1396,Everyday Blue,Preferred,69,Tech Support,Call,AGT-110,31,0.53,1714,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-77984,9/27/2025,CUS-2426,Small Business Elite,Mass Market,86,Transaction Disputes,Chat,AGT-129,1,-0.65,800,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-55886,4/26/2025,CUS-8865,Travel Platinum,Preferred,60,Tech Support,Call,AGT-120,24,-0.48,1547,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-83667,1/22/2026,CUS-5352,Small Business Elite,Affluent,62,Card Services,Call,AGT-108,11,-0.24,3593,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-84870,7/10/2025,CUS-1535,Reserve Infinite,Private Wealth,42,Account Access,Chat,AGT-109,35,0.24,2152,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-97789,8/2/2025,CUS-8431,Everyday Blue,Private Wealth,49,Account Access,Call,AGT-142,31,0.11,3048,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-23402,11/29/2025,CUS-7430,Travel Platinum,Private Wealth,7,VIP Services,Call,AGT-135,6,0.74,3002,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-67610,11/5/2025,CUS-2981,Reserve Infinite,Mass Market,83,Tech Support,Call,AGT-130,10,-0.65,1932,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-38189,3/28/2025,CUS-4249,Everyday Blue,Affluent,57,Tech Support,Call,AGT-150,16,0.43,949,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Breach of contract,,Legal_Implied,Valid_Escalation
INT-83988,7/18/2025,CUS-4049,Travel Platinum,Private Wealth,108,VIP Services,Chat,AGT-101,22,-0.35,766,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-30341,1/21/2026,CUS-4507,Small Business Elite,Affluent,95,Card Services,Chat,AGT-126,50,0.76,472,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-65980,12/19/2025,CUS-6356,Reserve Infinite,Preferred,85,General Inquiry,Call,AGT-137,18,-0.85,1301,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-40968,9/19/2025,CUS-3357,Travel Platinum,Preferred,31,Credit Line,Call,AGT-110,36,-0.35,1549,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-42049,11/25/2025,CUS-9850,Everyday Blue,Private Wealth,27,Transaction Disputes,Call,AGT-120,9,0.11,1321,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-44967,7/31/2025,CUS-7846,Travel Platinum,Private Wealth,16,VIP Services,Call,AGT-131,8,0.45,1956,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-74631,10/15/2025,CUS-4585,Reserve Infinite,Private Wealth,21,Transaction Disputes,Chat,AGT-125,18,-0.42,140,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-84847,2/1/2026,CUS-6449,Everyday Blue,Mass Market,34,Card Services,Call,AGT-116,20,0.16,3234,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-75289,4/7/2025,CUS-2908,Small Business Elite,Preferred,24,General Inquiry,Call,AGT-128,24,0.21,3533,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-86318,8/18/2025,CUS-8189,Reserve Infinite,Mass Market,1,Credit Line,Chat,AGT-111,19,0.14,1862,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-19159,8/29/2025,CUS-3655,Travel Platinum,Private Wealth,8,Credit Line,Call,AGT-121,30,-0.51,2500,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-71408,3/6/2025,CUS-9634,Travel Platinum,Affluent,117,General Inquiry,Call,AGT-131,36,0.44,937,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-74268,1/24/2026,CUS-6355,Small Business Elite,Affluent,18,Collections,Call,AGT-137,12,0.9,2185,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-41854,12/20/2025,CUS-3140,Everyday Blue,Mass Market,20,Credit Line,Call,AGT-101,51,0.62,3143,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-22917,8/12/2025,CUS-3207,Reserve Infinite,Private Wealth,102,Transaction Disputes,Call,AGT-123,15,-0.21,3298,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-17115,8/21/2025,CUS-9978,Reserve Infinite,Affluent,25,Transaction Disputes,Call,AGT-111,18,-0.92,242,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-44774,1/19/2026,CUS-9010,Reserve Infinite,Private Wealth,78,Account Access,Call,AGT-143,24,0.77,2184,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-75989,4/22/2025,CUS-9288,Small Business Elite,Mass Market,111,Credit Line,Call,AGT-136,11,-0.12,2860,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-37601,9/16/2025,CUS-7098,Everyday Blue,Private Wealth,86,Account Access,Call,AGT-132,30,-0.29,1029,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-93548,11/10/2025,CUS-9765,Reserve Infinite,Affluent,51,General Inquiry,Call,AGT-103,11,0.6,3134,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-15300,4/4/2025,CUS-4309,Everyday Blue,Preferred,3,Credit Line,Chat,AGT-117,10,0.96,1027,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-60836,7/8/2025,CUS-2343,Travel Platinum,Mass Market,105,Collections,Call,AGT-136,14,0.71,2410,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-52039,9/24/2025,CUS-2793,Everyday Blue,Preferred,59,Tech Support,Call,AGT-104,9,-0.31,727,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-37531,1/5/2026,CUS-2533,Reserve Infinite,Preferred,3,Account Access,Call,AGT-149,49,-0.7,2424,Follow Up Needed,N,None,Agent,,,Normal,No_Escalation_Required
INT-31951,8/20/2025,CUS-6705,Travel Platinum,Preferred,85,Credit Line,Call,AGT-101,24,-0.82,874,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-72648,7/7/2025,CUS-5541,Small Business Elite,Affluent,84,Account Access,Chat,AGT-147,20,0.02,292,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-90226,2/9/2026,CUS-4216,Everyday Blue,Affluent,117,VIP Services,Call,AGT-100,4,0.15,1985,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-20832,1/17/2026,CUS-4447,Reserve Infinite,Preferred,88,Collections,Call,AGT-137,52,0,2553,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-25095,11/22/2025,CUS-3378,Reserve Infinite,Mass Market,51,Transaction Disputes,Call,AGT-103,42,-0.98,3057,Escalated to Trust & Safety,N,None,Customer,,You are an idiot,Risk_Abuse,Failed_Escalation
INT-29895,5/27/2025,CUS-2893,Travel Platinum,Preferred,27,Tech Support,Call,AGT-110,11,-0.76,2873,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-70338,2/3/2026,CUS-7719,Travel Platinum,Preferred,60,General Inquiry,Call,AGT-148,40,0.32,279,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-25095,2/6/2026,CUS-2462,Reserve Infinite,Preferred,15,Fraud Ops,Chat,AGT-107,54,-0.23,488,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-26974,8/1/2025,CUS-3960,Small Business Elite,Preferred,6,Account Access,Call,AGT-107,38,0.24,190,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-68522,4/6/2025,CUS-3228,Reserve Infinite,Private Wealth,93,General Inquiry,Call,AGT-121,42,0.32,2227,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-67361,7/17/2025,CUS-5074,Reserve Infinite,Mass Market,26,General Inquiry,Call,AGT-139,10,0.49,936,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-14852,10/30/2025,CUS-5810,Small Business Elite,Affluent,74,Credit Line,Call,AGT-112,6,-0.14,1441,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-37315,11/17/2025,CUS-9784,Small Business Elite,Affluent,2,Fraud Ops,Call,AGT-142,17,-0.64,2724,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-97181,6/6/2025,CUS-5939,Travel Platinum,Affluent,100,Credit Line,Call,AGT-133,31,-0.79,3190,Escalated to Trust & Safety,N,None,None,,,Normal,Invalid_Disposition
INT-46968,10/31/2025,CUS-3885,Travel Platinum,Preferred,13,Transaction Disputes,Call,AGT-105,21,-0.73,3295,Escalated to Lead,Y,Supervisor,Customer,,Crisis situation,Risk_Vulnerability,Valid_Escalation
INT-83188,12/28/2025,CUS-7468,Everyday Blue,Private Wealth,81,Account Access,Chat,AGT-133,10,-0.72,1440,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-11145,11/3/2025,CUS-6351,Travel Platinum,Affluent,18,Card Services,Call,AGT-109,12,0.19,1598,Customer Education,N,None,Agent,,,Normal,No_Escalation_Required
INT-26883,1/24/2026,CUS-1280,Everyday Blue,Preferred,108,Account Access,Call,AGT-137,50,-0.61,3528,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-58067,10/5/2025,CUS-6733,Reserve Infinite,Preferred,93,Transaction Disputes,Call,AGT-124,23,0.68,330,Escalated to Trust & Safety,Y,General Support,Customer,Calling the Attorney General,,Legal_Explicit Regulatory_FAILURE_WrongRoute,Valid_Escalation
INT-95872,5/1/2025,CUS-1020,Everyday Blue,Mass Market,104,Card Services,Call,AGT-113,33,0.43,2390,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-88145,10/2/2025,CUS-6656,Small Business Elite,Preferred,17,Credit Line,Chat,AGT-149,48,0.39,2093,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-12239,6/3/2025,CUS-2592,Everyday Blue,Private Wealth,30,Transaction Disputes,Call,AGT-129,14,-0.76,1188,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-35002,6/23/2025,CUS-7944,Small Business Elite,Private Wealth,120,Account Access,Chat,AGT-122,46,0.1,2270,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-58062,10/20/2025,CUS-7346,Everyday Blue,Private Wealth,40,Tech Support,Call,AGT-148,19,0.85,928,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-13544,2/10/2026,CUS-5249,Reserve Infinite,Affluent,10,Transaction Disputes,Call,AGT-147,40,0.56,165,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-28460,10/12/2025,CUS-8894,Reserve Infinite,Affluent,120,VIP Services,Call,AGT-103,10,-0.16,1542,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-90511,2/1/2026,CUS-3653,Everyday Blue,Affluent,62,Collections,Call,AGT-114,13,0.12,1198,Follow Up Needed,N,None,Agent,,,Normal,No_Escalation_Required
INT-17904,8/19/2025,CUS-3725,Small Business Elite,Private Wealth,77,Transaction Disputes,Chat,AGT-139,17,-0.88,3004,Resolved,N,None,Agent,,,Normal,No_Escalation_Required
INT-21190,10/28/2025,CUS-8065,Travel Platinum,Mass Market,55,Collections,Call,AGT-137,38,-0.96,994,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-27037,6/14/2025,CUS-3072,Small Business Elite,Preferred,111,Transaction Disputes,Call,AGT-118,6,0.06,498,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-54877,3/31/2025,CUS-6233,Small Business Elite,Affluent,34,General Inquiry,Chat,AGT-110,31,0.66,2863,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-92802,6/25/2025,CUS-1124,Reserve Infinite,Affluent,29,Tech Support,Chat,AGT-144,29,0.42,1229,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-14244,8/11/2025,CUS-5091,Everyday Blue,Private Wealth,8,VIP Services,Chat,AGT-107,23,-0.97,1547,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-63154,9/13/2025,CUS-9132,Small Business Elite,Private Wealth,73,Credit Line,Call,AGT-149,30,0.28,1569,Requires More Info,N,None,None,,,Normal,No_Escalation_Required
INT-65468,10/18/2025,CUS-6050,Reserve Infinite,Private Wealth,80,Fraud Ops,Call,AGT-104,18,-0.26,2477,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-98744,7/19/2025,CUS-6702,Reserve Infinite,Mass Market,48,General Inquiry,Chat,AGT-118,29,-0.15,766,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-42256,11/16/2025,CUS-5116,Everyday Blue,Affluent,62,Transaction Disputes,Chat,AGT-106,7,-0.73,3378,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-42912,12/21/2025,CUS-8565,Travel Platinum,Mass Market,56,Collections,Chat,AGT-100,18,-0.82,2333,Follow Up Needed,N,None,None,,I hope you get fired,Risk_Abuse,Missed_Escalation
INT-17785,6/1/2025,CUS-2941,Everyday Blue,Affluent,103,Transaction Disputes,Call,AGT-150,51,0.03,218,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-37160,12/23/2025,CUS-1436,Everyday Blue,Preferred,104,Tech Support,Call,AGT-147,50,0.59,2328,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Prepare for legal action,,Legal_Inexplicit,Valid_Escalation
INT-40127,12/9/2025,CUS-2644,Travel Platinum,Private Wealth,58,VIP Services,Call,AGT-125,10,-0.45,428,Escalated to Trust & Safety,N,None,None,,,Normal,Invalid_Disposition
INT-74092,8/26/2025,CUS-3652,Small Business Elite,Affluent,55,VIP Services,Call,AGT-133,27,-0.91,113,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-77744,2/26/2025,CUS-2596,Travel Platinum,Mass Market,104,Account Access,Call,AGT-146,44,0.34,1894,Callback Requested,N,None,Agent,,,Normal,No_Escalation_Required
INT-24077,4/11/2025,CUS-3426,Everyday Blue,Mass Market,76,Credit Line,Chat,AGT-101,19,0.74,503,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
